Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A718IXX2	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	216597	Salmonella typhimurium (strain SL1344)	336	IPR029499	2..180
A0A718RFI4	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	216597	Salmonella typhimurium (strain SL1344)	336	IPR029499	2..180
A0A718YEG0	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	216597	Salmonella typhimurium (strain SL1344)	336	IPR029499	2..180
A0A719ZK76	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	497977	Salmonella enterica subsp. enterica serovar Typhi str. 404ty	336	IPR029499	2..180
A0A720LD75	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	497977	Salmonella enterica subsp. enterica serovar Typhi str. 404ty	336	IPR029499	2..180
A0A721EMX3	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	28901	Salmonella enterica	336	IPR029499	2..180
A0A721ZA98	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	28901	Salmonella enterica	336	IPR029499	2..180
A0A723LC43	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	28901	Salmonella enterica	336	IPR029499	2..180
A0A724IQ87	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	550537	Salmonella enteritidis PT4 (strain P125109)	336	IPR029499	2..180
A0A724UVZ1	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	90371	Salmonella typhimurium	336	IPR029499	2..180
A0A726UN18	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	59204	Salmonella diarizonae	335	IPR029499	2..179
A0A726XP95	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1173578	Salmonella enterica subsp. enterica serovar Ank	336	IPR029499	2..180
A0A727MMI8	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	90371	Salmonella typhimurium	336	IPR029499	2..180
A0A727X7V8	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	28901	Salmonella enterica	336	IPR029499	2..180
A0A728LQ28	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	41517	Salmonella enterica subsp. salamae serovar 58:d:z6	335	IPR029499	2..179
A0A729JT08	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1151170	Salmonella enterica subsp. salamae serovar 48:d:z6	335	IPR029499	2..179
A0A729QM98	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	2564646	Salmonella enterica subsp. enterica serovar Kouka	336	IPR029499	2..180
A0A730G4Y8	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	28147	Salmonella oranienberg	336	IPR029499	2..180
A0A730JI33	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	29472	Salmonella enterica subsp. enterica serovar Panama	336	IPR029499	2..180
A0A730RAG3	unreviewed	Corrinoid adenosyltransferase	90371	Salmonella typhimurium	202	IPR029499	2..180
A0A730ZIQ4	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1967604	Salmonella enterica subsp. houtenae serovar 1,40:z4,z32:-	335	IPR029499	2..179
A0A731NG98	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	2500152	Salmonella enterica subsp. salamae serovar 42:r:-	335	IPR029499	2..179
A0A731YL31	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	149390	Salmonella enterica subsp. enterica serovar London	336	IPR029499	2..180
A0A732GJT4	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1967614	Salmonella enterica subsp. salamae serovar 18:z10:z6	335	IPR029499	2..179
A0A734HY61	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1160778	Salmonella enterica subsp. salamae serovar 58:l,z13,z28:z6	335	IPR029499	2..179
A0A735EVK4	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	2579247	Salmonella enterica subsp. enterica serovar Rough O:-:-	336	IPR029499	2..180
A0A735HLF2	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1967619	Salmonella enterica subsp. salamae serovar 47:b:1,5	335	IPR029499	2..179
A0A735IWX6	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	41529	Salmonella typhisuis	336	IPR029499	2..180
A0A735RF50	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1192842	Salmonella enterica subsp. diarizonae serovar 48:i:z	335	IPR029499	2..179
A0A735V3M4	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1967617	Salmonella enterica subsp. salamae serovar 42:z:1,5	335	IPR029499	2..179
A0A736A526	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	90371	Salmonella typhimurium	336	IPR029499	2..180
A0A736KQL8	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	2579247	Salmonella enterica subsp. enterica serovar Rough O:-:-	336	IPR029499	2..180
A0A736P1J2	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1340177	Salmonella enterica subsp. enterica serovar 4,[5],12:b:-	336	IPR029499	2..180
A0A736Z447	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	192955	Salmonella enterica subsp. enterica serovar Kentucky	336	IPR029499	2..180
A0A737B6G6	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	108619	Salmonella newport	336	IPR029499	2..180
A0A737BN95	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1307500	Salmonella enterica subsp. indica serovar 45:a:e,n,x	336	IPR029499	2..180
A0A737C2C6	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1967581	Salmonella enterica subsp. arizonae serovar 18:z4,z32:-	334	IPR029499	2..179
A0A737F528	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	594	Salmonella gallinarum	336	IPR029499	2..180
A0A737GZ60	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	41518	Salmonella enterica subsp. salamae serovar 42:f,g,t:--	335	IPR029499	2..179
A0A737MET0	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1967616	Salmonella enterica subsp. salamae serovar 42:b:1,5	335	IPR029499	2..179
A0A737VDY4	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	363568	Salmonella enterica subsp. enterica serovar Sendai	336	IPR029499	2..180
A0A737YB61	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1967615	Salmonella enterica subsp. salamae serovar 30:1,z28:z6	335	IPR029499	2..179
A0A738ACI2	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	53961	Salmonella enterica subsp. enterica serovar Abortusovis	336	IPR029499	2..180
A0A738ATB3	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	607	Salmonella abortus-equi	336	IPR029499	2..180
A0A738XIV4	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1967584	Salmonella enterica subsp. arizonae serovar 48:z4,z24:-	334	IPR029499	2..179
A0A740VL78	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1967595	Salmonella enterica subsp. enterica serovar 6,7:c:1,5	334	IPR029499	2..179
A0A741MZ07	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1151166	Salmonella enterica subsp. arizonae serovar 41:z4,z23:-	335	IPR029499	2..179
A0A742CWS0	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	611	Salmonella enterica subsp. enterica serovar Heidelberg	336	IPR029499	2..180
A0A743Z3A5	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	28901	Salmonella enterica	336	IPR029499	2..180
A0A744AN85	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	28901	Salmonella enterica	336	IPR029499	2..180
A0A744FSU3	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	28901	Salmonella enterica	336	IPR029499	2..180
A0A744JJ09	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	28901	Salmonella enterica	336	IPR029499	2..180
A0A744JT40	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	28901	Salmonella enterica	336	IPR029499	2..180
A0A744LR75	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	28901	Salmonella enterica	336	IPR029499	2..180
A0A745JTS3	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	54388	Salmonella paratyphi A	336	IPR029499	2..180
A0A746H4R2	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	28901	Salmonella enterica	331	IPR029499	1..175
A0A746RIZ2	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	90370	Salmonella typhi	336	IPR029499	2..180
A0A747E482	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	28901	Salmonella enterica	336	IPR029499	2..180
A0A747S4T0	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	28901	Salmonella enterica	336	IPR029499	2..180
A0A748EYK8	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	90370	Salmonella typhi	336	IPR029499	2..180
A0A748V7B7	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	28901	Salmonella enterica	336	IPR029499	2..180
A0A749KUY5	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	28901	Salmonella enterica	336	IPR029499	2..180
A0A749WKK2	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	28901	Salmonella enterica	336	IPR029499	2..180
A0A752ICU2	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	594	Salmonella gallinarum	336	IPR029499	2..180
A0A752VPU8	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	1160739	Salmonella enterica subsp. enterica serovar Carrau	336	IPR029499	2..180
A0A753FVW8	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	57046	Salmonella enterica subsp. enterica serovar Paratyphi C	336	IPR029499	2..180
A0A755X8H9	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	28901	Salmonella enterica	336	IPR029499	2..180
A0A756ATS7	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	28901	Salmonella enterica	311	IPR029499	2..149
A0A757JD77	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	28901	Salmonella enterica	336	IPR029499	2..180
A0A760BDZ7	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	28901	Salmonella enterica	336	IPR029499	2..180
A0A762B4J8	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	28901	Salmonella enterica	336	IPR029499	2..180
A0A762BQT0	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	28901	Salmonella enterica	336	IPR029499	2..180
A0A764NPZ4	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	28901	Salmonella enterica	336	IPR029499	2..180
A0A767W3U9	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	90371	Salmonella typhimurium	308	IPR029499	1..152
A0A7C0TY00	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	2268176	Acidilobales archaeon	179	IPR029499	11..177
A0A7C0VVH2	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	178	IPR029499	4..177
A0A7C0XSE2	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	179	IPR029499	4..178
A0A7C0ZMQ8	unreviewed	Corrinoid adenosyltransferase	1898104	Bacteroidota bacterium	182	IPR029499	2..178
A0A7C1C0C0	unreviewed	Corrinoid adenosyltransferase	1898104	Bacteroidota bacterium	186	IPR029499	3..183
A0A7C1CQF1	unreviewed	Corrinoid adenosyltransferase	2030927	Bacteroidales bacterium	182	IPR029499	2..179
A0A7C1DDH7	unreviewed	Corrinoid adenosyltransferase	1869227	bacterium	185	IPR029499	4..182
A0A7C1DJ30	unreviewed	Corrinoid adenosyltransferase	2053526	candidate division WWE3 bacterium	167	IPR029499	2..159
A0A7C1DJP1	unreviewed	Corrinoid adenosyltransferase	2268202	Synergistota bacterium	83	IPR029499	14..76
A0A7C1E2P6	unreviewed	Corrinoid adenosyltransferase	29523	Bacteroides sp.	186	IPR029499	2..182
A0A7C1E7N2	unreviewed	Corrinoid adenosyltransferase	1879010	Bacillota bacterium	179	IPR029499	2..177
A0A7C1EV56	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	187	IPR029499	3..184
A0A7C1FG53	unreviewed	Corrinoid adenosyltransferase	133453	Caldilinea aerophila	187	IPR029499	3..184
A0A7C1FL46	unreviewed	Corrinoid adenosyltransferase	2026780	Planctomycetota bacterium	185	IPR029499	9..178
A0A7C1GM54	unreviewed	Corrinoid adenosyltransferase	2026887	Nitrospirota bacterium	239	IPR029499	2..178
A0A7C1H755	unreviewed	Corrinoid adenosyltransferase	2093813	Thioalkalivibrio sp.	187	IPR029499	4..179
A0A7C1HWF1	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	683846	Fervidicoccus fontis	192	IPR029499	8..171
A0A7C1I5M1	unreviewed	Corrinoid adenosyltransferase	2212467	Bacteroidaceae bacterium	188	IPR029499	3..182
A0A7C1J4G7	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	182	IPR029499	2..179
A0A7C1JUS9	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	183	IPR029499	2..176
A0A7C1JX03	unreviewed	Corrinoid adenosyltransferase	500	Thermomicrobium roseum	179	IPR029499	2..172
A0A7C1KAE8	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	189	IPR029499	4..181
A0A7C1KFY0	unreviewed	Corrinoid adenosyltransferase	1914242	Gemmata sp.	195	IPR029499	4..184
A0A7C1LJE1	unreviewed	Corrinoid adenosyltransferase	1897614	Maribacter sp.	191	IPR029499	2..185
A0A7C1MUJ2	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	172	IPR029499	1..165
A0A7C1RA10	unreviewed	Corrinoid adenosyltransferase	1898104	Bacteroidota bacterium	57	IPR029499	1..55
A0A7C1RMR5	unreviewed	Corrinoid adenosyltransferase	1898104	Bacteroidota bacterium	44	IPR029499	2..37
A0A7C1RPT3	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	113	IPR029499	4..113
A0A7C1SY63	unreviewed	Corrinoid adenosyltransferase	147266	Agrobacterium albertimagni	192	IPR029499	3..186
A0A7C1SYD0	unreviewed	Corrinoid adenosyltransferase	2044940	Desulfobacterales bacterium	244	IPR029499	3..178
A0A7C1TLE2	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	181	IPR029499	4..179
A0A7C1TUM4	unreviewed	Corrinoid adenosyltransferase	2026786	Rhodospirillales bacterium	122	IPR029499	1..116
A0A7C1TVW6	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	185	IPR029499	4..180
A0A7C1TYK4	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	192	IPR029499	4..178
A0A7C1UHN7	unreviewed	Corrinoid adenosyltransferase	2201156	Acidimicrobiales bacterium	192	IPR029499	2..171
A0A7C1UMS6	unreviewed	Corrinoid adenosyltransferase	2024893	Acidiferrobacteraceae bacterium	184	IPR029499	4..179
A0A7C1UXR9	unreviewed	Corrinoid adenosyltransferase	2053650	Candidatus Yonathbacteria bacterium	186	IPR029499	4..181
A0A7C1VTK9	unreviewed	Corrinoid adenosyltransferase	2268140	Thioploca sp.	183	IPR029499	3..176
A0A7C1W127	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	187	IPR029499	3..181
A0A7C1WDN3	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	187	IPR029499	3..181
A0A7C1WP78	unreviewed	Corrinoid adenosyltransferase	2026725	Chromatiales bacterium	180	IPR029499	29..164
A0A7C1X0J3	unreviewed	Corrinoid adenosyltransferase	2026780	Planctomycetota bacterium	190	IPR029499	3..182
A0A7C1XGU0	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	186	IPR029499	4..178
A0A7C1XYY9	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	185	IPR029499	4..180
A0A7C1YQ10	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	184	IPR029499	4..180
A0A7C1ZYT2	unreviewed	Corrinoid adenosyltransferase	2268140	Thioploca sp.	193	IPR029499	3..179
A0A7C1ZZF0	unreviewed	Corrinoid adenosyltransferase	29523	Bacteroides sp.	182	IPR029499	2..179
A0A7C2ABQ0	unreviewed	Corrinoid adenosyltransferase	2053306	Ignavibacteria bacterium	182	IPR029499	2..181
A0A7C2AHT9	unreviewed	Corrinoid adenosyltransferase	2026725	Chromatiales bacterium	190	IPR029499	4..181
A0A7C2AST0	unreviewed	Corrinoid adenosyltransferase	158627	Pseudomonas graminis	192	IPR029499	4..187
A0A7C2AUE3	unreviewed	Corrinoid adenosyltransferase	2268184	Candidatus Fraserbacteria bacterium	177	IPR029499	2..173
A0A7C2AXL5	unreviewed	Corrinoid adenosyltransferase	2268192	Chlorobiota bacterium	183	IPR029499	2..180
A0A7C2BI02	unreviewed	Corrinoid adenosyltransferase	2026734	Dehalococcoidia bacterium	184	IPR029499	4..180
A0A7C2CF86	unreviewed	Corrinoid adenosyltransferase	2052146	Blastocatellia bacterium	191	IPR029499	2..176
A0A7C2DKG7	unreviewed	Corrinoid adenosyltransferase	1879010	Bacillota bacterium	205	IPR029499	2..200
A0A7C2DP48	unreviewed	Corrinoid adenosyltransferase	1883427	Actinomycetes bacterium	191	IPR029499	2..175
A0A7C2DTT6	unreviewed	Cobalamin adenosyltransferase	1891241	Betaproteobacteria bacterium	181	IPR029499	4..176
A0A7C2EV96	unreviewed	Corrinoid adenosyltransferase	2072417	Candidatus Methylomirabilota bacterium	180	IPR029499	2..180
A0A7C2FL51	unreviewed	Corrinoid adenosyltransferase	2052146	Blastocatellia bacterium	192	IPR029499	2..176
A0A7C2HHH6	unreviewed	Corrinoid adenosyltransferase	1879010	Bacillota bacterium	214	IPR029499	19..207
A0A7C2IH68	unreviewed	Corrinoid adenosyltransferase	2080303	Dadabacteria bacterium	185	IPR029499	3..180
A0A7C2IJB2	unreviewed	Corrinoid adenosyltransferase	2033014	Armatimonadota bacterium	182	IPR029499	2..179
A0A7C2IR91	unreviewed	Corrinoid adenosyltransferase	1904441	Paracoccaceae bacterium	190	IPR029499	5..184
A0A7C2JKY4	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	184	IPR029499	6..182
A0A7C2JL88	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	115	IPR029499	3..115
A0A7C2KD09	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	181	IPR029499	3..173
A0A7C2KES1	unreviewed	Corrinoid adenosyltransferase	2035772	Omnitrophica bacterium	177	IPR029499	4..174
A0A7C2L0L6	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	2268198	Nitrososphaeria archaeon	176	IPR029499	8..175
A0A7C2LA37	unreviewed	Corrinoid adenosyltransferase	2052146	Blastocatellia bacterium	95	IPR029499	1..77
A0A7C2LB68	unreviewed	Corrinoid adenosyltransferase	2033014	Armatimonadota bacterium	180	IPR029499	2..179
A0A7C2LHG8	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	2268198	Nitrososphaeria archaeon	209	IPR029499	27..201
A0A7C2LMS0	unreviewed	Corrinoid adenosyltransferase	2026742	Gemmatimonadota bacterium	210	IPR029499	2..187
A0A7C2LRF3	unreviewed	Corrinoid adenosyltransferase	1909294	Hyphomicrobiales bacterium	193	IPR029499	5..187
A0A7C2M068	unreviewed	Corrinoid adenosyltransferase	390640	Salinimicrobium catena	98	IPR029499	2..93
A0A7C2MYB2	unreviewed	Cobalamin adenosyltransferase-like domain-containing protein	2268176	Acidilobales archaeon	177	IPR029499	7..176
A0A7C2NAF5	unreviewed	Corrinoid adenosyltransferase	2080303	Dadabacteria bacterium	185	IPR029499	3..179
A0A7C2NL27	unreviewed	Corrinoid adenosyltransferase	2033014	Armatimonadota bacterium	247	IPR029499	54..228
A0A7C2NVE4	unreviewed	Corrinoid adenosyltransferase	360056	Schlesneria paludicola	190	IPR029499	5..184
A0A7C2PCW1	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	180	IPR029499	4..179
A0A7C2PQI3	unreviewed	Corrinoid adenosyltransferase	1904827	Chloroflexus sp.	178	IPR029499	2..177
A0A7C2Q3W5	unreviewed	Corrinoid adenosyltransferase	2026778	Phycisphaerae bacterium	187	IPR029499	3..184
